218751767,66218408
218751767,66634823
218751767,68123969
218751767,70120965
218751767,70551984
218751767,76556625
218751767,77245997
218751767,80548518
218751767,81306080
218751767,82339669
218751767,89604438
218751767,91786413
218751767,96113095
218751767,97682730
218751767,97691686
218751767,98159028
218751767,98598584
218751767,100386927
218751767,101127525
218751767,130752489
218751767,168405005
218759341,761483
218759341,777859
218759341,780734
218759341,822894
218759341,961201
218759341,1017981
218759341,2205231
218759341,2550611
218759341,2634811
218759341,3015761
218759341,3053791
218759341,3451611
218759341,3537371
218759341,3576241
218759341,3833611
218759341,4222821
218759341,4462591
218759341,5184141
218759341,5517992
218759341,5914622
218759341,6753802
218759341,6846262
218759341,7097132
218759341,8258432
218759341,8630802
218759341,9545442
218759341,9957612
218759341,9982452
218759341,10636112
218759341,10794402
218759341,10922662
218759341,11097942
218759341,11129752
218759341,11557642
218759341,12009862
218759341,12065042
218759341,12118982
218759341,12322042
218759341,13104952
218759341,13678462
218759341,13778732
218759341,13957412
218759341,14057781
218759341,14086163
218759341,14206243
218759341,14265405
218759341,14280874
218759341,14338725
218759341,14435335
218759341,14496616
218759341,14531611
218759341,14640553
218759341,14645435
218759341,14730343
218759341,14851020
218759341,14927340
218759341,14964705
218759341,15034750
218759341,15194525
218759341,15211283
218759341,15338707
218759341,15357354
218759341,15526669
218759341,15833454
218759341,16115037
218759341,16522242
218759341,16802748
218759341,16851665
218759341,17089319
218759341,17525508
218759341,17561914
218759341,17883350
218759341,18087207
218759341,18341887
218759341,18590112
218759341,18768800
218759341,18915935
218759341,18958172
218759341,19117526
218759341,19139008
218759341,19327601
218759341,19469810
218759341,19957744
218759341,20294473
218759341,20565193
218759341,20565512
218759341,20728649
218759341,20752549
218759341,20831073
218759341,21415551
218759341,21441205
218759341,22734717
218759341,23137708
218759341,23163008
218759341,24369859
218759341,26972307
218759341,28288779
218759341,29125036
218759341,29404429
218759341,29569836
218759341,29648698
218759341,31480613
218759341,32989403
218759341,33444000
218759341,36288964
218759341,36383055
218759341,36586407
218759341,36880984
218759341,36984252
218759341,38103504
218759341,39459068
218759341,39607951
218759341,40180082
218759341,40985775
218759341,41012977
218759341,41153957
218759341,41709271
218759341,42351509
218759341,42434863
218759341,43232661
218759341,43925889
218759341,44139578
218759341,44645182
218759341,45880701
218759341,45978199
218759341,47771585
218759341,48373029
218759341,48408779
218759341,48409118
218759341,48569547
218759341,49160050
218759341,50154608
218759341,50669455
218759341,52793170
218759341,53875264
218759341,56529373
218759341,58702976
218759341,59548428
218759341,59571134
218759341,61502283
218759341,62380688
218759341,65445200
218759341,65982796
218759341,67105730
218759341,67141798
218759341,67627719
218759341,67744514
218759341,67963787
218759341,69190570
218759341,70301564
218759341,71091111
218759341,71294779
218759341,71308676
218759341,71916491
218759341,72338345
218759341,72905080
218759341,73263236
218759341,73589296
218759341,74124287
218759341,77024912
218759341,77513905
218759341,79115028
218759341,79818808
218759341,81538216
218759341,81897464
218759341,84430407
218759341,84622603
218759341,85375524
218759341,85437941
218759341,86202373
218759341,87634873
218759341,87641551
218759341,88794987
218759341,90015190
218759341,90529725
218759341,93765167
218759341,96727720
218759341,99816368
218759341,102491348
218759341,109259123
218759341,111436560
218759341,112067899
218759341,115516167
218759341,121032481
218759341,129715870
218759341,129970385
218759341,131618548
218759341,131919025
218759341,143557020
218759341,150755006
218759341,165665471
218759341,166117028
218759341,171040497
218759341,177782317
218759341,179428330
218771021,55229925
218771021,58857802
218771021,88888490
218771021,89427972
218771021,106141393
218771021,106304847
218771021,111301791
218771021,121017563
218771021,125688069
218771021,126559148
218771021,128282740
218771021,133613671
218771021,152947174
218771021,161542571
218771021,172383358
218771021,188485745
218779946,34518814
218779946,37980461
218779946,191863920
218780188,44606777
218780188,53738140
218780188,54149352
218780188,68401344
218780188,82829105
218780188,89605291
218780188,92026856
218780188,102247633
218780188,111765115
218780188,117008640
218780188,124059809
218780188,126208866
